"@title","thai"
"#01355","ถ่ายรูปสวยๆหน่อย!!"
"#01356","ประทับใจบอทของโรงงาน!"
"#01357","ประทับใจสิ่งอำนวยความสะดวก!"
"#01358","โดนเจ้านายเห็น..."
"#01359","ได้ยินเรื่องราวดีๆ!!"
"#01360","ตื่นตาตื่นใจ!!"
"#01361","เข้าใจโครงสร้างไอเทมแล้ว!!"
"#01362","ใช้หนังสือนำเที่ยว!"
"#01363","พบจอแสดงผลที่สวยงาม!"
"#01364","จ้องที่โบราณวัตถุ!!"
"#01365","อุ๊ย สิ่งประดิษฐ์ลึกลับ!!"
"#01366","พบฟอสซิลหายาก!!"
"#01367","ถ่ายวิวทิวทัศน์!!"
"#01368","ปรุงขนม!"
"#01369","มุ่งมั่นมีไอเดีย!"
"#01370","ไอเดียดีมาก!!"
"#01371","กินข้าวเยอะๆ"
"#01372","กินของอร่อยๆ"
"#01373","ศิลปะทำให้ฉันประทับใจมาก"
"#01374","มีความคิดเกี่ยวกับตัวละคร!!"
"#01375","ภาพดังสะเทือนใจ!!"
"#01376","พบภาพที่ฉันชอบ"
"#01377","งานแกะสลักขโมยหัวใจของฉันไป"
"#01378","เห็นภาพวาดที่สวยงาม"
"#01379","ดูหนังประวัติศาสตร์!"
"#01380","อ่านหนังสือในเวลาของฉัน!!"
"#01381","อ่านหนังสือเก่า!!"
"#01382","ค้นพบหนังสือเล่มใหม่!!"
"#01383","พบหนังสือเล่มโปรดของฉัน"
"#01384","อ่านหนังสือที่มีประโยชน์"
"#01385","หลับให้สบาย"
"#01386","ค้นพบหนังสือหายาก!!"
"#01387","กำลังเริ่มต้น..."
"#01388","เกิดข้อผิดพลาดระหว่างการโหลด<br>กำลังปิดแอป...<br>loadCount=<0>"
"#01389","ข้อผิดพลาด"
"#01390","↑"
"#01391","↓"
"#01392","←"
"#01393","→"
"#01394","คุณได้รับรางวัล Newbie Award!<br>พิธีจะจัดขึ้นเร็วๆ นี้<br>ยินดีด้วย!"
"#01395","งานของคุณคือสมบัติ! นี่คือ<br>เงินรางวัลของคุณ<br><br>ทำได้ดีมาก!"
"#01396","คุณผ่านเข้ารอบแล้ว!<br>นี่คือเงินรางวัลของคุณ!"
"#01397","<0> คุณมีนัดเดียว<br>และขอซีรีส์..."
"#01398","...ลองส่งอะไรไปให้พวกเขาดีไหม"
"#01399","ทำความรู้จักกับผู้จัดพิมพ์ คุณอาจได้รับคำขอ"
"#01400","คุณได้รับรางวัล Newbie Award! <page> พิธีจะจัดขึ้นเร็วๆ นี้<br>ยินดีด้วย!"
"#01401","ขอบคุณที่ส่งเข้ามา"
"#01402","ผลลัพธ์อยู่ในการ์ตูนของ <0>..."
"#01403","=#01402"
"#01404","...จะไม่ถูกคัดเลือก แต่เราคิดว่าคุณ<br>มีศักยภาพมาก ดังนั้นทำงานต่อไป!"
"#01405","...การ์ตูนเรื่องนี้ดังมาก!<br>คุณคงเป็นตัวจริง!<br>นี่คือค่าตอบแทนสำหรับการ์ตูนของคุณ!"
"#01406","...การ์ตูนเรื่องนี้กำลังเป็นที่นิยม<br><br>ฐานแฟนๆ ของคุณเติบโตขึ้นเรื่อยๆ! นี่คือการชำระเงินสำหรับมังงะของคุณ"
"#01407","...มังงะก็ใช้ได้นะ...<br>ก็ไม่เลว...แต่ก็ไม่ดีเหมือนกัน<br>เอาละ นี่คือค่าตอบแทนของคุณ"
"#01408","…แต่เรากำลังปฏิเสธว่าเป็นซีรีส์<br>ลองใช้จุดพล็อตเพิ่มเติมในครั้งต่อไป...<br>อย่างไรก็ตาม ขออภัย"
"#01409","ขอขอบคุณที่ส่งเข้ามา<br>เราทราบดีว่าจะเกิดอะไรขึ้น เราจะเผยแพร่ภาพช็อตเดียวของคุณ"
"#01410","ผลก็คือ..."
"#01411","วันนี้เส้นตาย... อะไรนะ!?<br>... เสร็จหรือยัง!"
"#01412","..."
"#01413","ขยายเวลากำหนดส่งถึงพรุ่งนี้...แต่ก็เท่านั้น!"
"#01414","ถ้าเธอไม่เสร็จก็ไม่รู้จะว่ายังไง..."
"#01415","คุณยังอ่านไม่จบ...<br>บรรณาธิการและเครื่องพิมพ์พร้อมรับมือ!"
"#01416","การ์ตูนเรื่องอื่นกำลังดำเนินการตามกำหนดเส้นตายของคุณ"
"#01417","ฉันไม่รู้ว่าเมื่อไหร่ แต่ฉันแน่ใจว่า<br>เราจะได้พบกันอีก"
"#01418","ฉันต้องการมากกว่านี้!"
"#01419","ช่างเคลื่อนไหวเหลือเกิน!"
"#01420","น่าทึ่งมาก!"
"#01421","พระเจ้าช่วย!"
"#01422","ชอบมาก!"
"#01423","สมบูรณ์แบบ!"
"#01424","หายดี!"
"#01425","โอ้โห..."
"#01426","ฉันเห็น..."
"#01427","จริงดิ"
"#01428","จริงสิ..."
"#01429","มาดูกัน"
"#01430","อ๊ะ..."
"#01431","ใช่!"
"#01432","ไม่เลว"
"#01433","อยู่ในโรงพยาบาล"
"#01434","วาดการ์ตูน"
"#01435","การล็อคการเตือน = <0> ID = <1>"
"#01436","เวลา Att = <0>"
"#01437","อันดับ --/20"
"#01438","อันดับ <0> / 20"
"#01439","<0> ปริมาณ"
"#01440","<0> มังงะ"
"#01441","ปล่อย:"
"#01442","<0> ช่องซ้าย"
"#01443","หายไป"
"#01444","ช่วงสุดท้าย"
"#01445","ซีรีส์"
"#01446","Ch. <0>"
"#01447","=#00203"
"#01448","พูดคุย"
"#01449","การอ่าน"
"#01450","<0>! สุขสันต์วันเกิด! คุณ<1>แล้ว!"
"#01451","รายละเอียดการเล่นปัจจุบัน"
"#01452","มีการจัดอันดับสินทรัพย์ใหม่"
"#01453","ปรับปรุงร้านแล้ว"
"#01454","เดือนนี้ค่าจ้างผู้ช่วยของคุณคือ <0>G"
"#01455","สวัสดี ฉันมาจาก <0>"
"#01456","ได้รับรางวัล <0> <br>Newbie Award"
"#01457","ได้ <0>รางวัล G"
"#01458","ได้รับการชำระเงิน <0>G"
"#01459","แกะดำ"
"#01460","สถิติยอดขายมังงะใหม่!"
"#01462","00M"
"#01463","<0>ท"
"#01464","<0>00M"
"#01465","ส่งข้อมูล"
"#01466","ส่งข้อมูลข้อผิดพลาด"
"#01467","ป้อนรหัสสนับสนุน"
"#01468","ใช่\tไม่ใช่"
"#01469","ส่งข้อมูลการสอบถาม?<br>จะไม่มีการส่งข้อมูลส่วนบุคคล"
"#01470","ส่งข้อมูลแล้ว<br>ขอขอบคุณที่ให้ความร่วมมือ!"
"#01471","<br>โปรดติดต่อฝ่ายสนับสนุน"
"#01472","ล้มเหลว"
"#01473","ไม่พบไฟล์"
"#01474","ข้อมูลที่ได้รับ"
"#01475","<br>ปิดแอป..."
"#01476","กำลังรับข้อมูล..."
"#01477","เกมใหม่"
"#01478","ไปต่อ"
"#01479","ลบข้อมูล"
"#01480","เกิดข้อผิดพลาด"
"#01481","ห้องนอน+ห้องเรียน"
"#01482","ห้องโถง"
"#01483","ศึกษา"
"#01484","ห้องนอน"
"#01485","ห้องผู้ช่วย2คน"
"#01486","ห้องผู้ช่วย 3 คน"
"#01487","ห้องผู้ช่วย 4 คน"
"#01488","ว่างเปล่า"
"#01489","ฟรีบี"
"#01490","โรงรถ"
"#01491","ห้องนอนเล็ก"
"#01492","=#00550"
"#01493","ห้องโถง2"
"#01494","ได้รับการว่าจ้าง"
"#01495","จ้าง"
"#01496","ถูกไล่ออก"
"#01497","ผู้ช่วย <0> "
"#01498","<0><1>"
"#01499","แตะยืนยันเพื่อเริ่มโอน"
"#01500","กำลังส่งข้อมูลบันทึก..."
"#01501"," ซื้อแล้ว!<br>วางไว้ในที่ว่าง"
"#01502"," ซื้อแล้ว! <br>ส่งไปที่สต็อกแล้ว"
"#01503","ฟื้นฟู <0> พลังงาน"
"#01504","ได้รับ <0> จุดแปลง"
"#01505","ได้รับ <0> คะแนนประสบการณ์"
"#01506","การ์ตูนก้าวหน้าเร็วขึ้น!"
"#01507"," ได้รับแล้ว! <br>วางไว้ในที่ว่าง"
"#01508"," ได้รับแล้ว! <br>ส่งไปที่สต็อกแล้ว"
"#01509","ติดตั้ง"
"#01510","ติดตั้งแล้ว <0>"
"#01511","เกิดข้อผิดพลาด ลองอีกครั้งหรือไม่"
"#01512","ไม่สามารถเริ่มได้"
"#01513","ไปที่โต๊ะทำงาน"
"#01514","ที่โต๊ะทำงาน"
"#01515","ถึงฟูก"
"#01516","นอน"
"#01517","การวาดภาพ"
"#01518","ไปที่ห้องโถง"
"#01519","ภายนอก"
"#01520","เดิน"
"#01521","พลังงานของคุณเหลือน้อย<br>ใช้ไอเท็มฟื้นฟูไหม"
"#01522","เข้าโรงพยาบาลแล้ว! ไม่มีแรง"
"#01523","ฟื้นแล้ว กลับบ้าน"
"#01524","ตัวเอก"
"#01525","ระดับของ ""<0>" ของคุณเพิ่มขึ้น"
"#01526","เสร็จแล้ว! ใช้ <0> แต้มพล็อต"
"#01527","กำลังทำงาน..."
"#01528","กำลังส่ง..."
"#01529","เสนอ..."
"#01530","ที่เก็บอุณหภูมิ"
"#01531","ส่งแล้ว"
"#01532","ปฏิเสธการส่ง"
"#01533","ยอมรับข้อเสนอแล้ว"
"#01534","ข้อเสนอถูกปฏิเสธ"
"#01535","รอคำขอ 1 นัด"
"#01536","ยอมรับคำขอ 1 นัดแล้ว"
"#01537","คำขอ 1 นัดถูกปฏิเสธ"
"#01538","กำลังซีเรียลไลซ์..."
"#01539","เสร็จสมบูรณ์"
"#01540","ผู้ท้าชิงรางวัลน้องใหม่"
"#01541","ผู้เข้ารอบสุดท้ายรางวัลน้องใหม่"
"#01542","รางวัลน้องใหม่ ที่รัก กล่าวถึง"
"#01543","ผู้ชนะรางวัลน้องใหม่"
"#01544","การปฏิเสธรางวัลน้องใหม่"
"#01545","กำลังตรวจสอบ..."
"#01546","ซีเรียลไลซ์เซชั่น 1 ช็อต"
"#01547","ศิลปะ"
"#01548","ตัวละคร"
"#01549","เรื่อง"
"#01550","ความแปลกใหม่"
"#01551","ความนิยม"
"#01552","=#01547"
"#01553","โครงสร้าง"
"#01554","รางวัลน้องใหม่"
"#01555","=#01445"
"#01556","รางวัลผู้จัดพิมพ์"
"#01557","รางวัลอนิเมชั่น"
"#01558","อันดับการ์ตูนอันดับ1"
"#01559","อันดับมังงะระดับสูง"
"#01560","รางวัลการ์ตูนโลก"
"#01561","หากตั้งค่าเป็นต่ำ/ปานกลาง เอฟเฟกต์บางอย่างจะไม่แสดง"
"#01562","ตั้งค่าระดับเสียง BGM ของเกม"
"#01563","ตั้งค่าระดับเสียงเอฟเฟกต์ของเกม"
"#01564","สต๊อกสินค้า"
"#01565","ส่ง"
"#01566","เข้าร่วมการแข่งขัน"
"#01567","ภาระงาน"
"#01568","=#01517"
"#01569","ลองครั้งแรก"
"#01570","แย่"
"#01571","คี่"
"#01572","ดี"
"#01573","อัญมณี"
"#01574","วันเกิด"
"#01575","เสื้อผ้า"
"#01576","เส้นทางนักวาดการ์ตูน"
"#01577","เส้นทางนักวาดการ์ตูนของสาวๆ"
"#01578","เส้นทางนักวาดการ์ตูนกาก"
"#01579","แผน"
"#01580","ธีม"
"#01581","ฉาก"
"#01582","งานศิลปะ - คุณภาพศิลปะ"
"#01583","ตัวละคร - เสน่ห์ของตัวละคร"
"#01584","เรื่องราว - คุณภาพของเรื่อง"
"#01585","ความเป็นต้นฉบับ - เอกลักษณ์"
"#01586","เข้มข้น"
"#01587","ปกติ"
"#01588","สงบ"
"#01589","แช่เย็น"
"#01590","=#00203"
"#01591","ออกไป"
"#01592","ผู้ช่วย"
"#01593","รับแรงบันดาลใจ"
"#01594","ทำงานพาร์ทไทม์"
"#01595","รถไฟ"
"#01596","สอน"
"#01597","=#01495"
"#01598","ไฟ"
"#01599","แคตตาล็อก"
"#01600","กำหนดการ"
"#01601","โปรไฟล์"
"#01602","=#00203"
"#01603","รางวัล"
"#01604","ร้านค้า"
"#01605","ผู้จัดพิมพ์"
"#01606","อันดับ"
"#01607","ลดราคา"
"#01608","ภาพยนตร์"
"#01609","สวัสดี<br><br>ฉันมาจากเกลด คอนสตรัคชั่น"
"#01610","ขอบคุณที่เลือกเรา<br>ในที่สุดก็ถึงเวลาสร้างส่วนต่อขยายสุดท้ายในอพาร์ตเมนต์ของคุณแล้ว"
"#01611","เราจะเริ่มขยายเวลาของคุณทันที!<br>โปรดอดทนไว้!"
"#01612","ขอบคุณที่เลือกเกลดก่อสร้าง"
"#01613","เราคือผู้เชี่ยวชาญในการขยายเวลา<br>โปรดส่งการชำระเงินไปที่บัญชีของเรา"
"#01614","=#01455"
"#01615","ส่งการ์ตูน"
"#01616","ขยายกำหนดเวลา"
"#01617","อย่าส่ง"
"#01618","สวัสดี<br>ฉันทำงานให้ Glade Removals"
"#01619","ขอบคุณที่เลือก Glade Removals"
"#01620","เราจะเริ่มทันที! อดทนไว้นะ!"
"#01621","อืม <0>"
"#01622","ขอขอบคุณอีกครั้ง!<br>โปรดส่งการชำระเงินมาที่บัญชีของเรา"
"#01623","ขยายเสร็จแล้ว!"
"#01624","ตอนต่อไป"
"#01625","=#01443"
"#01626","พักผ่อน"
"#01627","สถานที่"
"#01628","อัฐ"
"#01629","ยกเลิก อัฐ"
"#01630","รายการ"
"#01631","เลื่อนระดับ"
"#01632","=#01603"
"#01633","รางวัล"
"#01634","อันดับขึ้น"
"#01635","ยกระดับ"
"#01636","<0>ก"
"#01637","อุปกรณ์ ""<0>"" ของคุณ"
"#01638","ได้เลเวลอัพแล้ว!"
"#01639","<0> <1>"
"#01640","ศิลปินมังงะติดอันดับ"
"#01641","""<0>"""
"#01643","ข่าว"
"#01644","แฟนเมล"
"#01645","การก่อสร้างเกลด"
"#01646","<0> การ์ตูน <1>"
"#01647","คำขอมังงะเรื่องเดียวได้มาถึงแล้ว"
"#01648","มีคำขอซีรีย์ใหม่มาถึงแล้ว"
"#01649","ส่งอะไรมาเลย"
"#01650","ไม่มีมังงะ"
"#01651","คุณไม่มีผู้ช่วย"
"#01652","ได้รู้จักผู้ช่วยผู้สมัคร<br><0>"
"#01653","คุณต้องการ <0> ตัวใด<br>โปรดเลือกอย่างใดอย่างหนึ่ง"
"#01654","การกำจัดเกลด"
"#01655","การชำระเงินต่อบทของคุณ<br>ขณะนี้ <0>G"
"#01656","ทำได้ดีมาก!<br>ซีรีส์ของคุณ <0> ในที่สุดก็เสร็จสมบูรณ์แล้ว"
"#01657","ต่อไปดูซีรีส์ที่ยาวกว่านี้กันเถอะ"
"#01658","แล้วเจอกัน"
"#01659","กดความยาวสูงสุดของซีรีส์ ทำได้ดีมาก!"
"#01660","<0> กำลังพิมพ์<br><1> ชุดพิเศษ"
"#01661","<0> บันทึกสำเนาแล้ว"
"#01662","มาติดตามตอนต่อไปกันเถอะ"
"#01663","ลาก่อน!"
"#01664","ความเข้ากันได้: <0><br>"
"#01665","อัตราพื้นฐาน: <0>"
"#01666","อัตราการผลิต: <0>"
"#01667","เราคิดว่าฐานแฟนคลับของเราจะรักการ์ตูนที่คุณส่งมาให้จริงๆ!! <หน้า>"
"#01668","ขอบคุณสำหรับการ์ตูนเรื่องเดียวของคุณ"
"#01669","เราจะใช้อาทิตย์นี้ ถ้ามันฮิต..."
"#01670","...เราอาจกลับมาหาคุณพร้อมคำขอเพิ่มเติม"
"#01671","นี่คือการชำระเงินของคุณ <page><0>"
"#01672","ฝ่ายบรรณาธิการคุยกันแล้วจึงตัดสินใจปฏิเสธ"
"#01673","ถ้าเป็นการปลอบใจ ฉันก็คิดว่ามันดีจริงๆ"
"#01674","คุณมีพรสวรรค์ ดังนั้นจงพยายามต่อไป"
"#01675","เนื่องจากเราจะไม่พิมพ์งาน ที่นั่น<br>จะไม่มีการจ่ายเงิน...<br>เอาล่ะ ลาก่อน"
"#01676","สวัสดี ฉันมาจากแผนกตัดต่อ <0><br>"
"#01677","เรามีนัดกันและ...<br><br>เราต้องการให้การ์ตูนของคุณเป็นซีรีส์เรื่องต่อไปของเรา!"
"#01678","มาทำงานให้หนักขึ้นกันเถอะ และทำให้ <0> เป็นการ์ตูนที่ดีที่สุดกันเถอะ!"
"#01679","คุณจะยอมรับใช่ไหม"
"#01680","<page> ขอบคุณอันดับของคุณในสัปดาห์นี้ ซึ่งขายดีอย่างมาก!"
"#01681","อุปกรณ์"
"#01682","ห้อง"
"#01683","ปิดเกม กำลังเชื่อมต่อกับ Kairopark"
"#01684","โนดะ"
"#01685","เออิจิ"
"#01686","และผู้ชนะก็คือ......"
"#01687","ฉันคิดว่าฉันวาดการ์ตูนเรื่องเจ๋งๆ ในครั้งนี้"
"#01688","<0>ปี/ <1>ม./ <2>ด."
"#01689","ฉันไม่มั่นใจ แต่ยังไงก็ฝากด้วย"
"#01690","ฉันไม่มั่นใจเกินไป"
"#01691","ฉันคิดมากเกี่ยวกับเรื่องนี้"
"#01692","ฉันมั่นใจใน <0>"
"#01693","ฉันมั่นใจใน <0>"
"#01694","<0> ทำให้เรื่องนี้เป็นการ์ตูนที่ดีที่สุดในโลก!"
"#01695","ส่วนขยาย <0>/<1>"
"#01696","ผู้ช่วย:"
"#01697","Eqp. ช่องว่าง"
"#01698","ออกไป"
"#01699","ผู้ช่วย"
"#01700","=#01495"
"#01701","=#01495"
"#01702","ข้อมูล"
"#01703","การเติบโต"
"#01704","พบ"
"#01705","ค่าจ้าง"
"#01706","แผนปัจจุบัน"
"#01707","ตอบสนองต่อคำขอ <0>"
"#01708","<0>"
"#01709","ปฏิเสธคำขอ <0> เสมอหรือไม่"
"#01710","ตัดสินเอง"
"#01711","ปฏิเสธอัตโนมัติ"
"#01712","<0> สถานะรางวัล"
"#01713","รางวัลต่อไป"
"#01714","<0> เดือน 15 ง."
"#01715","เสนอชื่อ: <0>"
"#01716","เราไม่ได้เสนอชื่อเข้าชิง"
"#01717","มาทำให้ดีที่สุดในครั้งต่อไป!"
"#01718","เยี่ยมเลย สู้ต่อไป..."
"#01719","และคงความนิยมเอาไว้!"
"#01720","คุณไม่ดัง"
"#01721","เพียงพอสำหรับรางวัลนี้"
"#01722","นี่คงจะยาก"
"#01723","ตั้งเป้าให้เป็นที่นิยมมากขึ้น"
"#01724","คุณชนะรายการนี้แล้ว"
"#01725","ยินดีด้วย!"
"#01726","มังงะต้องวิ่ง 1 เดือนถึงจะออกขาย"
"#01727","ปล่อยมังงะ"
"#01728","ขายแล้ว"
"#01729","การเข้าร่วม"
"#01730","พาการ์ตูนไปที่ <0>"
"#01731","9:00 - 4:00"
"#01732","9:00 - 23:00"
"#01733","9:00 - 18:00"
"#01734","เปลี่ยนจังหวะ"
"#01735","กำลังทำงาน"
"#01736","ไม่มีงาน"
"#01737","ปริมาณเปลี่ยนไป"
"#01738","+ <0>0K สำเนา"
"#01739","ชำระเงิน"
"#01740","จำนวนสำเนาที่พิมพ์เพิ่มขึ้น"
"#01741","คำอธิบาย"
"#01742","ใช้แล้ว"
"#01743","คอมโบ"
"#01744","การค้า"
"#01745","ยอมรับ"
"#01746","มิตรภาพ <0>"
"#01747","ขึ้น"
"#01748","ลง"
"#01749","มิตรภาพ ↑"
"#01750","มิตรภาพ ↓"
"#01751","หวังว่าจะได้รับการติดต่อจากคุณเร็วๆ นี้!"
"#01752","เราไม่สนใจ"
"#01753","เราอาจขอ 1 นัด"
"#01754","เราจะขอ 1 นัด"
"#01755","ต่อไปจะเป็น 1-shot หรือซีรีย์"
"#01756","ครั้งหน้าอยากให้มีซีรี่ย์"
"#01757","PP พิเศษ"
"#01759","ชื่อการ์ตูน"
"#01760","=#01580"
"#01761","ก่อนหน้า"
"#01762","ภ.ง.ด.ปัจจุบัน"
"#01763","PP ใช้แล้ว"
"#01764","ตอนนี้ <0>"
"#01765","ต่อไป"
"#01766","ความยาว <0>"
"#01767","วันนี้"
"#01768","<0> วัน"
"#01769","งาน"
"#01770","PP ไม่เพียงพอ"
"#01771","ฐานป๊อป:<0>"
"#01772","สร้างป๊อปแล้ว: <0>"
"#01773","ความเร็ว: <0>"
"#01774","ความยาว: <0>"
"#01775","ป๊อปที่เข้ากันได้: <0>"
"#01776","เพลงสุดท้าย: <0>"
"#01777","เลือกการ์ตูน"
"#01778","เลือกธีม <0> / <1>"
"#01779","เลือกฉาก <0> / <1>"
"#01780","ความเข้ากันได้"
"#01781","<0> หมดเขต"
"#01782","เลือกการ์ตูนที่จะส่ง"
"#01783","ทั้งหมด"
"#01784","<0> ตอน <1>: <2>"
"#01785","วิ่ง"
"#01786","<0> - <1>"
"#01787","ปริมาณ"
"#01788","ฝ่ายขาย"
"#01789","(ก่อนหน้า)"
"#01790","อันดับ /20"
"#01791","อันดับ <0>"
"#01792","อันดับ -"
"#01793","ส่งไปที่: <0>"
"#01794","รีวิว"
"#01795","ส่ง"
"#01796","เนื้อหา"
"#01797","ไม่มีเนื้อหา"
"#01798","ผลลัพธ์: <0>"
"#01799","ไม่เป็นไร"
"#01800","ไม่เหมาะกับนิตยสารของเรา"
"#01801","ค่อนข้างน่าสนใจ"
"#01802","น่าอ่านจัง"
"#01803","เนื้อหาดีมาก!"
"#01804","ดำเนินการ"
"#01805","=#01641"
"#01806","ฉันคิดว่า ""<co=2020ff><0></co>"" จะทำงานได้ดีที่สุดกับ <br><1>"
"#01807","=#01806"
"#01808","หมายเลขพัดลม"
"#01809","<0> ฐานแฟนคลับ"
"#01810","สำเนา"
"#01811","PP สูงสุด"
"#01812","<co=3d64c8><0> → <1>"
"#01814","PP สูงสุดเพิ่มขึ้น!"
"#01815","แผน ""<co=2020ff><0></co>"""
"#01816","เพิ่มระดับทักษะ!"
"#01817","ผลลัพธ์ขึ้น!"
"#01818","ได้รับประสบการณ์"
"#01819","ได้รับแล้ว"
"#01820","=#01579"
"#01821","ค้นพบมังงะใหม่ <0>!"
"#01822","ได้"
"#01823","=#01641"
"#01824","ได้รับแล้ว"
"#01825","=#01591"
"#01826","x"
"#01827","ฟรี"
"#01828","จี"
"#01829","PP สูงสุด"
"#01830","กลับบ้านเวลา <0>:00 น. ลดพลังงาน <1>"
"#01831","ออกไปจนถึง <0>:00"
"#01832","ทอง + <0>G"
"#01833","ทอง <0>G"
"#01834","พลังงาน + <0>"
"#01835","พลังงาน <0>"
"#01836","PP + <0>"
"#01837","พีพี <0>"
"#01838","ความรู้ + <0>"
"#01839","=#01838"
"#01840","รวม <0>G"
"#01841","กลับบ้าน"
"#01842","อยู่ระหว่างการฝึกอบรม"
"#01843","=#00788"
"#01844","ได้รับแล้ว!!"
"#01845","ก็ด้วย..."
"#01846","=#01581"
"#01847","=#01580"
"#01848","""<0>"" พบแล้ว!!"
"#01849","และต่อไป..."
"#01850","เราจะทำ"
"#01851","ครั้งหน้า"
"#01852","ใหม่"
"#01853","<0> """
"#01854","ค้นพบสิ่งใหม่!"
"#01855","สร้างตอน <0> / <1>"
"#01856","ช่องสุดท้าย"
"#01857","=#01810"
"#01858","<0>0K สำเนา"
"#01859","ไม่มีข้อมูลความนิยม"
"#01860","เปลี่ยนอุปกรณ์"
"#01861","ก่อนหน้า"
"#01862","เอาออก"
"#01863","จัดวาง"
"#01864","กำหนดแผน"
"#01865","=#01579"
"#01866","ชั่วโมง"
"#01867","ระดับ"
"#01868","=#00550"
"#01869","เวลาทั้งหมด"
"#01870","<0> ชั่วโมง"
"#01871","ความต้องการ"
"#01872","ใช้"
"#01873","."
"#01874","ไม่สามารถแก้ไขคำขอได้"
"#01875","ล้างโบนัส"
"#01876","ถ้วยรางวัลได้รับแล้ว"
"#01877","สินทรัพย์ยอดนิยม"
"#01878","ขายได้มากที่สุด"
"#01879","อันดับศิลปิน"
"#01880","วาดการ์ตูน"
"#01881","แฟนๆ"
"#01882","=#01791"
"#01883","ชัดเจน"
"#01884","การฝึกอบรม"
"#01885","แอ็กชัน <0> / <1>"
"#01886","0 เป็นเจ้าของแล้ว"
"#01887","<0> เป็นเจ้าของ"
"#01888","ไม่มีอะไรซื้อได้"
"#01889","=#01601"
"#01890","อายุ <0>"
"#01891","วันเกิด <0>"
"#01892","=#01788"
"#01893","ฐานแฟนคลับ"
"#01894","ถือแม็กซ์"
"#01895","ใช้แล้วสูงสุด"
"#01896","อันดับ"
"#01897","แผน"
"#01898","อันดับสินทรัพย์"
"#01899","สินทรัพย์สูงสุด 45"
"#01900","<0>เค"
"#01901","ไม่มีอันดับ"
"#01902","ช่องสุดท้าย"
"#01903"," ซีรีส์ Ch. <0>"
"#01904","มังงะได้รับแล้ว"
"#01905","เจอกันใหม่ครั้งหน้า!"
"#01906","คืบหน้าดีมาก!"
"#01907","ทำได้ดีมากในซีรีส์!"
"#01908","=#01796"
"#01909","กำหนดเวลา"
"#01910","=#00203"
"#01911","นัดเดียว"
"#01912","<0>ง ซ้าย"
"#01913","=#01445"
"#01914","ทุก 7 วัน"
"#01915","รับไป"
"#01916","ปฏิเสธ"
"#01917","ปลายทาง"
"#01918","มิตรภาพ"
"#01919","นิตยสาร"
"#01920","=#01858"
"#01921","1-ช็อต"
"#01922","=#01916"
"#01923","คู่มือ"
"#01924","=#01539"
"#01925","วิธีเล่น <0> / <1>"
"#01926","=#00403"
"#01927","=#01547"
"#01928","ความเร็วของเกม"
"#01929","ห"
"#01930","ม"
"#01931","ล"
"#01932","เส้นทางที่สมดุล"
"#01933","เส้นทางแสนหวาน"
"#01934","เส้นทางสูงชันสู่อัจฉริยะตลก"
"#01935","สร้างการ์ตูนเรื่องใหม่"
"#01936","ใช้ศิลปินที่มีอยู่"
"#01937","<0> อายุ 20 ปี"
"#01938","สร้างตัวละคร"
"#01939","เพศ"
"#01940","ใบหน้า"
"#01941","=#01708"
"#01942","เลือกเส้นทาง"
"#01943","ไม่ใช่ clr."
"#01944","=#01883"
"#01945","รายการของรางวัล <0>/<1>"
"#01946","ปี <0> เดือน <1> วัน <2>"
"#01948","<0>?"
"#01949","ใช้ "
"#01950","ทิ้ง "
"#01951","<0> พิธี"
"#01952","แก้ไขชื่อเรื่อง"
"#01953","เข้าการ์ตูนเพื่อรับรางวัล…"
"#01954","มารอคำตอบกัน"
"#01955","=#01539"
"#01956","การ์ตูนจบแล้ว"
"#01957","<co=3d64c8><0> x <1> x <2>"
"#01958","หัวเรื่อง"
"#01959","ไม่มีสต็อกสำหรับคำขอของ <0>"
"#01960","การ์ตูนเข้าสต็อก"
"#01961","=#01708"
"#01962","วาดการ์ตูน"
"#01963","ฟื้นฟูพลังงาน"
"#01964","คะแนนโครงงานรางวัล"
"#01965","คะแนนประสบการณ์รางวัล"
"#01966","เร่งการผลิต"
"#01967","เพิ่มค่าพารามิเตอร์ของตัวเอก"
"#01968","การสร้าง"
"#01969","การทำให้เป็นอนุกรม"
"#01970","ในโรงพยาบาล"
"#01971","ไม่มีผู้ช่วยที่มีศักยภาพ"
"#01972","มีผู้สมัคร <0> ราย"
"#01973","ที่นั่งเต็ม"
"#01974","จ้าง <0>?"
"#01975","ดำเนินการเสร็จสิ้น"
"#01976","ถ้าคุณขยายโกดังของคุณ คุณจะไม่สามารถจ้างผู้ช่วยได้ คุณแน่ใจหรือ"
"#01977","อ่า <0>ฉันเห็นว่านายยื่นเรื่องขอมังงะมา<br>อืม..."
"#01978","เข้าใจแล้ว...<br><br><0>"
"#01979","สวัสดีครับ <br> ผมเป็นบรรณาธิการจาก <0> <หน้า> คุณคือ <1> ใช่ไหม <br> เราได้รับมังงะของคุณแล้ว และจะหารือเกี่ยวกับการจัดลำดับ  ในเวลาอันควร"
"#01980","ฉันย้ายบ้านได้โดยไม่ทำร้ายตัวเอง<br>น่าทึ่งมาก!"
"#01981","ฉันย้ายบ้านได้โดยไม่เสียอะไรเลย!<br>สุดยอด!"
"#01982","ต่อไปเป็นตอน <0> ของซีรีส์ของคุณ"
"#01983","ทำให้ดีที่สุด!"
